Gene	Established_log2.FC.	Established_q_value
Ddr2	0.0897196	0.932136
Uap1	-0.16771	0.795338
Uhmk1	0.104301	0.910965
Atf6	0.20233	0.709063
Dusp12	0.191304	0.840863
Fcrlb	0.316266	0.881552
Fcgr2b	1.9558	0.00139332
Fcgr3	1.72166	0.00139332
Sdhc	-0.0885504	0.930169
Pcp4l1	-2.46336	0.00139332
Tomm40l	-0.102466	0.938323
Fcer1g	0.831091	0.0331708
Ndufs2	-0.143027	0.875323
Ppox	-0.195079	0.847971
Usp21	-0.330788	0.477039
Ufc1	-0.0974727	0.925913
Nit1	-0.195618	0.920825
Klhdc9	-0.175466	0.944606
Ly9	2.46912	0.00139332
Vangl2	0.0017184	0.998522
Ncstn	0.299393	0.87276
Pea15a	0.400646	0.16818
Casq1	0.294448	0.884953
Atp1a2	0.492145	1
Kcnj9	-0.815297	1
Slamf8	3.56811	0.00713772
Fcrl6	0	1
Dusp23	-0.340741	0.790521
Apcs	0	1
Olfr1408	0	1
Olfr1406	0	1
Fcer1a	0	1
Mptx2	0	1
Cadm3	0.472402	0.65562
AI607873	1.23694	0.00631591
Mndal	2.09423	0.868604
Ifi203	2.23717	0.38355
Ifi202b	0.131591	0.932811
Olfr231	0	1
Grem2	1.48585	0.00139332
Rgs7	-0.421449	1
Fh1	-0.165485	0.800794
Cep170	0.193521	0.724438
Mir350	0	1
Akt3	0.173326	0.876692
Adss	-0.0767449	0.944606
Hnrnpu	0.0914311	0.928709
Smyd3	-0.0606218	0.991906
Tfb2m	-0.0169284	0.994256
Ahctf1	0.185248	0.737051
Adck3	-0.026476	0.996918
Psen2	0.203866	0.835536
Gm5069	0.454298	1
6330403A02Rik	0.409269	1
Mixl1	-0.687738	1
H3f3a	-0.223057	0.639921
Ephx1	0.160221	0.793714
Nvl	-0.131496	0.89816
Wdr26	0.203084	0.682086
Lbr	0.159315	0.835536
Enah	0.194059	0.733729
Vmn1r1	0	1
Degs1	0.114694	0.885241
Fbxo28	0.254172	0.586457
Capn2	0.347402	0.291833
1700056E22Rik	-0.346442	0.890972
Hlx	-0.790452	0.0172429
Marc2	-0.278712	0.528357
Mir1981	0	1
C130074G19Rik	-0.828682	0.239305
Mark1	0.237239	0.681538
Iars2	0.0705469	0.978858
9630028B13Rik	-0.594812	1
Lyplal1	-0.244769	0.797581
Tgfb2	-0.213763	0.722449
Rrp15	0.198006	0.795455
Spata17	-0.339861	1
9330162B11Rik	0	1
Kctd3	0.207148	0.778808
Kcnk2	-0.115685	0.950085
Cenpf	-0.81289	0.00139332
Smyd2	0.0138556	0.994961
Prox1	-0.0993473	1
Rps6kc1	0.334655	0.469546
Vash2	-0.439083	0.38355
Mfsd7b	0.500344	0.303781
Tatdn3	-0.107441	0.966132
Fam71a	0	1
Atf3	1.67722	0.00139332
Nenf	-0.313266	0.478348
Ppp2r5a	0.00301032	0.997917
Dtl	-0.310682	0.585116
1700034H15Rik	-0.523315	1
Traf5	1.37687	0.00139332
Rcor3	-0.206017	0.826033
Hhat	0.448198	0.315016
Syt14	-0.470041	1
Diexf	-0.0407222	0.986843
Traf3ip3	-0.403581	0.975498
Hsd11b1	0.711614	0.342297
G0s2	-1.57118	0.00956169
Camk1g	-0.163861	1
Mir205	0	1
Gm16897	1.14246	0.922591
Cd46	0.348761	0.900433
Cr1l	-0.0884245	0.939245
Cnksr3	0.0152198	0.995109
Ipcef1	-1.0647	1
Rgs17	0.488731	0.642988
Mtrf1l	0.109727	0.963399
Fbxo5	-0.354978	0.53844
Zbtb2	0.566463	0.175874
Lrp11	-0.116787	0.919529
A630066F11Rik	-0.252338	0.979014
Nup43	-0.216884	0.802832
Lats1	0.206509	0.681221
Katna1	0.0220102	0.992914
Ppil4	-0.0627271	0.967861
Zc3h12d	1.40048	0.0300594
Shprh	0.0561264	0.977315
Fbxo30	0.503978	0.137639
Epm2a	0.170639	0.910513
Sf3b5	-0.29946	0.504975
Plagl1	-0.501299	0.096095
Fuca2	-0.128996	0.882699
Adat2	0.250879	0.910513
Hivep2	1.05594	0.00139332
Nmbr	-1.50331	1
Cited2	0.584609	0.0153528
Txlnb	0.241673	0.916223
Reps1	0.354584	0.372095
Nhsl1	0.208467	0.895264
Perp	0.235842	0.949888
Olig3	0	1
Ifngr1	0.484571	0.0796949
Il22ra2	0	1
Il20ra	-0.624628	0.228355
Map3k5	-0.445017	0.477748
Map7	-0.0837306	1
Bclaf1	0.158062	0.814852
Mtfr2	-0.400573	0.591327
Ahi1	-0.309733	0.600635
Hbs1l	0.00610961	0.996918
Aldh8a1	-0.179275	1
Sgk1	0.766368	0.00254281
H60b	-0.310189	0.985426
C920009B18Rik	0.158485	0.979405
Gm10825	1.0265	1
Slc2a12	-0.433698	0.951333
Slc18b1	-0.2277	0.751681
Vnn1	0.354738	0.679654
Taar2	0	1
Taar3	0	1
Taar4	0	1
Taar5	0	1
Taar7b	0	1
Taar7d	0	1
Taar7e	0	1
Taar7f	0	1
Taar8a	0	1
Stx7	0.107631	0.902641
Moxd1	0.428802	0.457073
Ctgf	1.40612	0.00139332
Med23	-0.100856	0.932811
Epb4.1l2	0.11854	0.882699
Gm9767	1.31728	0.946859
Arhgap18	0.563353	0.124072
Ptprk	0.208353	0.716061
Soga3	-0.160926	1
9330159F19Rik	-1.98749	1
Echdc1	0.0754219	0.992015
Hddc2	0.00624621	0.997725
Trdn	1.98839	1
Sult3a1	0	1
Rsph4a	0.0414188	1
Tspyl1	-0.151478	0.825442
Tspyl4	-0.395382	0.425835
Col10a1	0.359135	0.733729
Frk	0.314098	0.577003
Hs3st5	2.92046	1
Hdac2	0.00514255	0.996918
Lama4	-0.0494013	0.973635
Tube1	-0.613798	0.362665
Fyn	0.242307	0.607105
Rev3l	-0.42665	0.274919
Cdk19	-0.806891	0.00457135
Ddo	-1.5356	1
Mettl24	0.240414	0.928709
Wasf1	-0.357556	0.628649
Zbtb24	0.0562092	0.979033
Ppil6	-0.878677	1
Cd164	-0.127147	0.868551
Sesn1	-0.507737	0.184262
Snx3	-0.062456	0.962339
Ostm1	0.448877	0.162818
Sec63	0.256786	0.524551
Scml4	1.12191	1
Pdss2	0.157405	0.926548
Bend3	0.157456	0.877185
Cd24a	-1.74394	0.00139332
F830002L21Rik	0	1
Rtn4ip1	-0.352158	0.658213
Atg5	0.0116528	0.995582
Mir1929	0	1
Prep	0.123198	0.871886
Popdc3	0.996868	1
Bves	0.220681	0.939454
Hace1	-0.117454	0.931499
Ascc3	0.324801	0.590033
Sim1	-1.0186	1
Rfx6	0	1
Vgll2	1.9131	1
Dcbld1	0.101927	0.952433
Nepn	2.15311	0.029487
Nus1	0.357213	0.251387
Slc35f1	1.86503	0.00254281
Gm19395	0	1
Asf1a	-0.305598	0.778193
Gm16998	-0.314889	0.981073
Msl3l2	-0.249689	0.907182
Gja1	-0.800997	0.00139332
Hsf2	0.0710754	0.966228
Pkib	1.3139	1
Fabp7	1.44225	0.00546107
Smpdl3a	0.267196	0.602735
Gcc2	0.117131	0.909057
Lims1	0.0339284	0.983851
Ranbp2	0.286963	0.443328
Ccdc138	-0.468467	0.681221
Sh3rf3	-0.1107	0.931499
Sowahc	0.111096	0.948154
P4ha1	-0.0198083	0.993051
Micu1	-0.0666093	0.958374
Dnajb12	0.0390445	0.98282
Ascc1	-0.218966	0.908995
Spock2	-0.188782	0.933442
Psap	0.145576	0.877185
4632428N05Rik	0.137245	0.892982
Gm17455	-2.73733	0.601109
Pcbd1	0.528871	0.730703
Tbata	0.179494	1
Prf1	0	1
Nodal	0	1
Lrrc20	-0.0885958	0.962154
Ppa1	0.0114278	0.995109
Sar1a	0.00780346	0.996124
Tysnd1	-0.0555878	0.980488
Aifm2	0.0726106	0.986843
Gm5424	1.66482	0.00546107
Neurog3	0	1
Tacr2	1.68961	1
4930507D05Rik	-0.0480805	0.997647
Slc25a16	-0.147956	0.873709
Dna2	-0.0775346	0.981073
Pbld1	-0.129441	0.967999
Atoh7	0	1
Herc4	-0.026396	0.992015
Dnajc12	-0.0280864	0.994256
Ctnna3	0.644887	1
Jmjd1c	0.242071	0.664619
Egr2	2.79532	0.00139332
Rtkn2	-0.51571	0.633727
Tmem26	-1.1244	0.00254281
Rhobtb1	-0.530533	0.279682
Ank3	-0.432959	0.20272
Ccdc6	0.0426526	0.979033
Slc16a9	0.19987	0.892231
Fam13c	-0.730531	0.0785149
Ipmk	-0.418548	0.287751
Zwint	0.370631	0.262086
Pcdh15	2.25092	1
Gnaz	0.473021	1
Rab36	-0.034716	0.993069
Bcr	0.493709	0.112701
Specc1l	0.0844466	0.937028
Adora2a	0.455	0.817862
Gm5779	-1.08684	1
Upb1	-0.666816	1
Snrpd3	-0.138213	0.860788
Ggt1	-0.286608	1
Ggt5	-2.02262	0.00139332
Derl3	-0.260982	1
Chchd10	0.20123	0.98282
Vpreb3	-1.25933	1
Gm5134	1.45699	1
Zfp280b	0.125468	0.913095
S100b	-0.890599	0.167955
Mcm3ap	0.0737915	0.964051
Lss	0.18417	0.815374
Spatc1l	0.83692	1
Ftcd	0.423629	1
Slc19a1	-0.270224	0.603602
Pofut2	0.0370393	0.980982
Gm17769	-0.59507	1
Itgb2	1.08424	0.00139332
Pttg1ip	0.2617	0.504053
Sumo3	-0.1206	0.877308
Ube2g2	0.401883	0.204304
Mir1930	0	1
Gm10272	0	1
Gm10024	0	1
Gm10142	0	1
Krtap12-1	0	1
Gm10100	0	1
Gm2696	0	1
Krtap10-10	0	1
Gm10318	0	1
Gm3285	0	1
1700009J07Rik	0	1
1810043G02Rik	0.0661639	0.978858
Dnmt3l	0.0504257	0.992001
Icosl	0.172618	0.962339
Cstb	0.469224	0.0962902
Ilvbl	0.0605915	0.970485
Slc1a6	0.614767	0.0340712
Olfr1355	0	1
Olfr8	0	1
Olfr1351	0	1
Olfr57	0	1
Vmn2r80	0	1
Vmn2r81	0	1
Vmn2r82	0	1
Madcam1	0.260427	1
Tpgs1	-0.322113	0.62099
Cdc34	0.171034	0.804489
Gzmm	1.09264	0.432462
Bsg	0.265043	0.57708
Hcn2	-0.229167	0.885241
Fgf22	-0.639195	1
Fstl3	0.133056	0.95583
Palm	-0.0414971	0.980171
Ptbp1	0.167129	0.790836
Prtn3	-1.25701	0.172063
Kiss1r	-0.291698	0.868467
Arid3a	-0.0159304	0.995582
Wdr18	0.0101298	0.995582
Grin3b	0.692028	1
Cnn2	0.460484	0.1239
Abca7	-0.0990488	0.958418
Hmha1	1.06559	0.0126716
Gpx4	-0.228933	0.602358
Stk11	-0.0591097	0.970485
Atp5d	-0.152787	0.812116
Midn	0.0633274	0.962339
Mum1	-0.0841119	0.954962
Ndufs7	-0.190538	0.795336
Dazap1	-0.0878246	0.936077
Rps15	-0.231769	0.624417
Apc2	0.590914	0.874128
Reep6	-0.540128	0.679999
Plk5	-0.987699	1
Csnk1g2	0.0447878	0.978711
Izumo4	-0.191546	0.888808
Dot1l	0.376511	0.493699
Sf3a2	-0.0207821	0.99394
Amh	0.0421531	1
Oaz1	-0.147247	0.829408
Mir1982	0	1
Sppl2b	-0.0393567	0.983218
Tmprss9	0.0857482	1
Gadd45b	-0.38212	0.492319
Thop1	-0.136608	0.875934
Map2k2	0.0113664	0.995109
Zbtb7a	0.121509	0.884083
Eef2	-0.119668	0.931499
Snord37	0	1
Dapk3	-0.0177589	0.994268
Zfr2	-0.437906	0.682086
Matk	0.481971	0.72373
Pip5k1c	0.216093	0.694274
Cactin	0.0784342	0.95458
Tbxa2r	-1.16426	0.00254281
Mfsd12	0.264884	0.838516
Dohh	-0.0180333	0.994256
Aes	-0.244724	0.561227
Tle2	-0.857168	0.01975
BC025920	-0.166918	0.958528
Ankrd24	-0.448525	0.756226
Zfp873	-0.115839	0.967444
AU041133	-0.223724	0.892692
Tdg	0.107275	0.915383
Hcfc2	-0.0970329	0.940586
1700028I16Rik	-1.23388	0.383129
Txnrd1	0.223315	0.640817
Eid3	1.67207	0.739121
Chst11	0.502512	0.0900865
D10Wsu102e	0.22937	0.660365
A230046K03Rik	0.0997397	0.915927
1500009L16Rik	-0.110346	0.95458
Tcp11l2	-0.06676	0.967868
Polr3b	-0.143773	0.862631
Rfx4	-0.563642	1
Ric8b	0.0697109	0.967999
Btbd11	0.70597	0.215411
Pwp1	-0.0524841	0.97521
Fbxo7	-0.0545983	0.980982
Timp3	0.511764	0.237437
1810014B01Rik	-0.263559	0.902129
BC030307	0.191546	0.95508
Nt5dc3	0.628456	0.03893
1700113H08Rik	0	1
Igf1	0.577772	0.306592
Nup37	-0.239798	0.759115
Ccdc53	-0.182714	0.815995
Gnptab	0.54797	0.0346255
Sycp3	-0.183957	0.993096
Slc5a8	0.801916	1
Uhrf1bp1l	0.352662	0.366558
Anks1b	0.844855	1
Ikbip	0.113731	0.93697
Cdk17	0.414423	0.756506
Mir1931	0	1
Gm17745	-0.116311	1
Lta4h	0.121151	0.881889
Hal	0.260023	0.943926
Ccdc38	1.35559	1
Ntn4	1.23916	0.00139332
Usp44	0.828153	1
Fgd6	-0.0114826	0.995978
Nr2c1	0.0100318	0.995881
Ndufa12	-0.224502	0.713211
Tmcc3	0.655255	0.0788765
Ube2n	-0.0425879	0.979033
Eea1	0.646445	0.0185666
Btg1	-0.106796	0.907182
Dcn	0.408272	0.244621
Lum	-0.760579	0.00457135
Kera	-0.289849	1
Epyc	0.139555	0.959649
Ccer1	0	1
Atp2b1	0.457771	0.102005
Poc1b	-0.372134	0.833451
Galnt4	-0.127902	0.904566
Dusp6	1.84523	0.00139332
Kitl	-0.388443	0.280049
Gm4305	0	1
Gm4312	0	1
Cep290	0.0166413	0.995582
Mgat4c	3.08141	1
Mir3059	0	1
Rassf9	1.37211	1
Slc6a15	1.17244	0.246874
Gm15663	-0.352132	0.804489
Ccdc59	-0.135909	0.90662
Ppfia2	-0.417578	1
Lin7a	0.0372547	1
Ppp1r12a	0.447699	0.132701
Pawr	0.26406	0.689778
E2f7	-0.348046	0.572712
Csrp2	-0.560626	0.0252425
Osbpl8	0.334085	0.37481
Bbs10	-0.726638	0.257516
Nap1l1	-0.110522	0.914201
Gm5176	1.66722	0.478181
Phlda1	1.45405	0.00139332
Krr1	0.101507	0.954885
Glipr1l1	0	1
Glipr1l2	0	1
Caps2	-0.462854	0.754272
Kcnc2	0.892028	1
Zfc3h1	-0.0981877	0.938323
Tspan8	1.5595	1
Ptprr	0.653009	1
Ptprb	0.222829	1
4933412E12Rik	0.451965	0.551095
D630029K05Rik	1.74744	1
Best3	0.794137	1
Cpm	-0.558578	0.529666
Mdm1	-0.363367	0.677401
Il22	0	1
Ifng	0	1
Grip1	1.08042	1
Tmbim4	0.0506858	0.978858
Llph	0.0824842	0.949258
4921513I03Rik	1.47337	0.121236
Gm15910	1.10449	0.756621
Wif1	-1.7415	0.0088339
Gns	0.244127	0.570125
D930020B18Rik	0	1
BC048403	0.0229355	0.99394
Avpr1a	-0.765295	0.0134126
Fam19a2	0.191068	0.927474
4930503E24Rik	0	1
Lrig3	-0.265263	0.528608
Avil	-1.25979	0.01975
Mettl1	-0.0985509	0.962339
Cyp27b1	0.641867	0.654688
Cdk4	-0.193027	0.708362
Agap2	-0.698825	0.563774
B4galnt1	0.188923	0.781111
Dctn2	-0.0271092	0.99069
Ddit3	0.108401	0.978858
Arhgap9	1.03256	0.418724
R3hdm2	-0.0533372	0.972436
Stac3	0.61421	0.636074
Ndufa4l2	0.747718	0.37481
Stat6	0.0836564	0.966228
Tmem194	-0.6126	0.327905
Myo1a	-0.716894	1
Zbtb39	0.167918	0.882624
Rdh1	0.52217	1
Rdh9	-0.338183	0.879793
Rdh16	0.126904	1
Rdh18-ps	-1.11448	1
Sdr9c7	0	1
Prim1	-0.390102	0.544696
Naca	-0.00189532	0.998062
Ptges3	-0.0184016	0.992865
Atp5b	-0.0890594	0.937028
Mir677	0	1
Baz2a	0.0967303	0.92525
Gls2	-0.602294	0.838516
Mip	-0.159141	1
Timeless	-0.556394	0.195259
Apon	-1.23716	1
Stat2	0.520571	0.112172
Pan2	-0.0361294	0.989326
Cnpy2	-0.375178	0.31231
Cs	0.0602928	0.962685
Ankrd52	0.228556	0.619379
Rnf41	0.190427	0.817862
Smarcc2	-0.118567	0.881787
Pmel	0.228486	0.984602
Wibg	-0.0595964	0.979033
Mmp19	-0.0968979	0.96312
Cd63	-0.165891	0.802832
Itga7	0.639401	0.0877424
Olfr9	0	1
Olfr763	0	1
Olfr774	0	1
Olfr775	0	1
Olfr776	0	1
Olfr780	0	1
Olfr781	0	1
Olfr782	0	1
Olfr784	0	1
Olfr786	0	1
Olfr787	0	1
Olfr788	0	1
Olfr790	0	1
Olfr791	0	1
Olfr792	0	1
Olfr794	0	1
Olfr799	0	1
Olfr800	0	1
Olfr804	0	1
Olfr808	0	1
Olfr813	0	1
Olfr820	0	1
Olfr821	0	1
Olfr822	0	1
Tespa1	0	1
Oprm1	0	1
Myct1	-0.776707	1
Esr1	-0.775426	0.102935
Ccdc170	-0.861693	1
1700052N19Rik	-0.152256	0.885241
Akap12	0.984575	0.00139332
Mthfd1l	0.175817	0.772005
Plekhg1	0.649097	0.206985
Ppp1r14c	0.136399	1
Pcmt1	0.0875756	0.942404
BC020402	-0.129181	0.9673
Ginm1	-0.0657942	0.962685
Tab2	0.112011	0.894037
Ust	0.201321	0.825169
Sash1	0.270244	0.507237
Stxbp5	0.022272	0.993849
Rab32	0.382328	0.279109
Grm1	0.864079	1
Utrn	0.401705	0.230884
B230208H11Rik	-0.229618	1
Stx11	0.719127	0.198168
Ltv1	0.043865	0.979907
Phactr2	-0.136329	0.906566
Pex3	0.102047	0.95458
Aig1	0.646491	0.130106
Gpr126	0.803829	0.0153528
Vta1	0.115524	0.913
Gm20125	0.144424	1
Heca	0.181556	0.802706
Abracl	0.456952	0.127086
Ect2l	0	1
Ccdc28a	-0.373465	0.679885
Hebp2	0.133291	0.902398
D10Bwg1379e	1.81653	1
Gm4922	0	1
4930444F02Rik	0	1
Tnfaip3	2.72357	0.00139332
Slc35d3	0.551949	1
Pex7	0.0404688	0.986649
Pde7b	-0.466048	0.554715
Myb	-0.900314	1
4930444G20Rik	1.79658	1
Tbpl1	-0.072906	0.966228
Eya4	-0.480296	0.103224
Rps12	-0.206232	0.716377
Snord100	0	1
Taar6	0	1
Taar7a	0	1
Taar8b	0	1
Taar8c	0	1
Taar9	0	1
Enpp1	-0.173269	0.820023
Enpp3	-0.525734	0.368639
Arg1	1.88347	0.0321107
Akap7	-0.503133	0.303744
Tmem200a	1.68048	0.00139332
L3mbtl3	0.18412	0.840774
Gm8709	0	1
Lama2	0.841251	0.0166401
4930519F09Rik	-0.267613	1
2310057J18Rik	0	1
Rnf146	0.134879	0.874529
Rspo3	-0.492239	0.0741613
Cenpw	-0.795365	0.355915
Ncoa7	0.517469	0.269812
Hey2	0.735437	0.43113
Tpd52l1	0.794434	0.270525
Rnf217	0.186466	0.817964
Nkain2	2.0683	1
Clvs2	2.27067	1
Gm4794	0	1
Zufsp	0.133662	0.934733
A830082N09Rik	0.537938	1
Rwdd1	-0.115679	0.896385
Fam26d	-0.755884	1
Fam26e	-0.579824	0.0326569
Fam26f	-0.889918	0.432183
Dse	-0.091479	0.926546
Nt5dc1	-0.0699228	0.98686
Marcks	0.0209205	0.992015
Fam229b	-0.467884	0.589895
Wisp3	0.0585712	1
E130307A14Rik	-0.0279784	0.996918
AA474331	-0.126644	0.948461
2010001E11Rik	0.628501	1
AI317395	0.201863	1
Slc16a10	0.815636	0.10438
Amd1	-0.196616	0.707416
Cdc40	-0.0179371	0.99394
Gpr6	0	1
Fig4	-0.14697	0.881258
Smpd2	-0.119256	0.932811
Ccdc162	-0.135106	1
Cep57l1	-0.49595	0.390386
Armc2	-0.149491	0.971788
Foxo3	0.359961	0.304234
Lace1	0.00148617	0.998837
Nr2e1	0	1
Sobp	-0.471168	0.556835
1700021F05Rik	-0.00605213	0.997725
Qrsl1	-0.0317194	0.992564
Aim1	0.195959	0.892078
Prdm1	0.166133	0.930704
Grik2	2.08823	1
Lilrb4	1.39635	0.00139332
Fam162b	0	1
Gopc	0.545019	0.0311365
Cep85l	0.022668	0.994961
Gm20597	0.267216	1
Mcm9	-0.133365	0.962339
Fam184a	0.587415	1
Man1a	0.0262552	0.990555
Serinc1	0.123593	0.877637
Oit3	0.542662	0.725595
Mcu	-0.0848401	0.954962
Ddit4	-0.729297	0.00254281
Anapc16	-0.135689	0.895926
Chst3	0.932686	0.169076
Slc29a3	-0.0567183	0.972169
Unc5b	-0.0298567	0.989326
Pldi	0	1
Sgpl1	0.512054	0.0455769
Adamts14	2.70671	0.00139332
Pald1	0.0678813	0.979033
Eif4ebp2	-0.0276584	0.991906
H2afy2	-0.287278	0.679561
Col13a1	-3.40744	1
2010107G23Rik	-0.184826	0.937028
Tspan15	0.890901	0.209887
Hk1	0.424343	0.141838
Hkdc1	0.424401	1
Srgn	0.268097	0.812115
2510003E04Rik	-0.161854	0.830353
Ddx21	0.319952	0.353607
Ddx50	-0.0965766	0.920987
Stox1	0.115337	1
Ccar1	0.193459	0.721731
Tet1	-0.622988	0.441994
Hnrnph3	-0.36757	0.70282
Mypn	0.537508	1
Sirt1	0.421357	0.339516
Lrrtm3	-0.892604	1
1700023F02Rik	1.21888	1
Reep3	0.131654	0.868604
Nrbf2	-0.0718303	0.964051
Ado	0.0788486	0.952977
Zfp365	-0.280784	0.591068
Arid5b	0.432915	0.157746
1700040L02Rik	0.56896	1
Cdk1	-0.611815	0.0153528
Phyhipl	-0.79147	0.196176
Bicc1	-0.407465	0.190564
C730027H18Rik	0.46434	1
Tfam	0.0049018	0.997725
Ube2d1	0.00490978	0.997725
Cisd1	-0.257916	0.664619
1700049L16Rik	0	1
Gucd1	-0.399037	0.365832
Susd2	-1.49031	0.00139332
Cabin1	-0.330447	0.503951
Ddt	-0.281239	0.608785
Gstt3	-0.0542383	0.979033
Gstt1	0.278951	0.654716
Gstt4	0.817426	0.729952
Gstt2	0.784049	0.281474
Mif	-0.017231	0.993849
Smarcb1	-0.179822	0.763937
Mmp11	-0.75782	0.00713772
Dip2a	0.105832	0.919529
Pcnt	0.0229183	0.994961
Ybey	-0.533235	0.857076
Col6a2	-0.389949	0.411173
Col6a1	-0.405814	0.398795
Pcbp3	-0.219535	0.812116
Col18a1	0.779853	0.00139332
Gm10941	0.735789	0.559254
Adarb1	0.554985	0.114448
Fam207a	0.228653	0.703097
Gm19402	0	1
Gm3238	0	1
Gm19668	0	1
Krtap10-4	0	1
Lrrc3	-0.522108	0.584589
Trpm2	1.86856	1
Pfkl	0.220715	0.64962
D10Jhu81e	-0.368394	0.365017
Pwp2	0.167088	0.838881
Trappc10	0.175429	0.787405
Agpat3	0.420292	0.326325
Rrp1	0.0206681	0.992357
Pdxk	0.150355	0.853759
Syde1	0.337564	0.305969
Olfr1357	0	1
Casp14	0.209293	0.937028
Ccdc105	0.86197	1
Olfr1356	0	1
2610008E11Rik	0.0903525	0.935997
Ppap2c	0.01009	0.995736
Mier2	0.168754	0.849882
Theg	0	1
C2cd4c	-1.04531	1
Polrmt	-0.0336101	0.988879
Rnf126	0.196114	0.758186
Prss57	0.21834	0.793864
E130317F20Rik	-0.0362122	0.996853
Med16	-0.126941	0.887236
R3hdm4	-0.0632731	0.962685
Tmem259	0.0325715	0.984602
Polr2e	-0.0790695	0.950581
Sbno2	-0.0901201	0.929695
Dos	0.170716	0.970485
Gamt	-0.437238	0.566271
2310011J03Rik	-0.0642145	0.970485
Pcsk4	-0.196339	0.978858
Mex3d	0.141384	0.877308
Mbd3	-0.0559921	0.967999
Uqcr11	-0.0932462	0.932811
Tcf3	-0.0692484	0.955363
Atp8b3	0.144692	1
Rexo1	0.15047	0.86123
Klf16	0.508946	0.137639
Btbd2	-0.325578	0.483669
Mknk2	-0.0702633	0.955363
Mob3a	0.707218	0.00364343
Ap3d1	0.249259	0.555126
Plekhj1	-0.041659	0.992015
Jsrp1	1.13397	0.482282
Lingo3	0.156141	0.966919
Lsm7	-0.121929	0.922534
Timm13	-0.180253	0.793369
Lmnb2	-0.214491	0.756621
Gng7	-0.119834	0.932841
Diras1	0.905736	1
Slc39a3	-0.156288	0.861919
Sgta	0.100491	0.918152
Creb3l3	-0.562703	0.680902
Pias4	0.0244731	0.993051
Nmrk2	0.812972	1
Atcay	1.92855	1
Mrpl54	-0.0448154	0.979405
Tjp3	0.694547	1
Gipc3	-0.19511	0.949258
Hmg20b	-0.185623	0.805041
4930404N11Rik	0.330384	0.8137
Fzr1	-0.262016	0.588352
Nfic	-0.139889	0.843391
Celf5	-0.183964	0.919957
Ncln	-0.0482262	0.976798
S1pr4	2.09989	1
Gna15	1.07783	0.291509
Gna11	-0.11507	0.885368
Tle6	-0.899981	0.313088
Sirt6	-0.0546965	0.979907
Zfp938	-0.0432452	0.990555
1190007I07Rik	0.215623	0.930598
Glt8d2	0.265257	0.950085
Nfyb	-0.220773	0.742598
Slc41a2	0.461005	0.111702
Aldh1l2	-0.394291	0.206472
Appl2	-0.0397802	0.984602
Nuak1	0.390139	0.225712
Ckap4	-0.126144	0.878693
Fhl4	-0.683204	0.411063
Cry1	0.0777937	0.965476
Prdm4	0.223783	0.715708
Bpifc	1.49998	1
Hsp90b1	0.072216	0.963155
Stab2	-0.0182328	1
Parpbp	-0.668282	0.0743954
Dram1	0.84652	0.00139332
Chpt1	-0.256616	0.682086
Mybpc1	0.718429	0.525787
Gm4925	1.03105	0.296405
Utp20	0.216306	0.685851
Gas2l3	-0.255205	0.694274
Nr1h4	1.09052	1
Slc17a8	0.57158	1
Scyl2	0.122111	0.894149
Actr6	-0.064739	0.979033
Apaf1	0.372791	0.811056
Slc25a3	0.0249712	0.99069
Tmpo	-0.156638	0.817557
Mir135a-2	0	1
Rmst	0.765395	1
Mir1251	0	1
Nedd1	-0.1886	0.788921
Elk3	0.227642	0.772691
Amdhd1	-0.468439	1
Snrpf	-0.124657	0.899366
Metap2	0.0509373	0.972169
Mir331	-0.239383	0.961512
Vezt	-0.193041	0.799785
Gm4792	0	1
Plxnc1	-1.84509	0.00139332
Cradd	-0.350908	0.8825
Socs2	-0.766669	0.00364343
Mrpl42	-0.309833	0.499289
Nudt4	-0.223888	0.61988
Mir3058	0	1
Gm10754	-0.241823	1
Gm18409	2.81566	1
Tmtc3	0.286787	0.488501
4930430F08Rik	0.10034	0.973143
Nts	1.54348	1
Alx1	0.992179	1
Lrriq1	2.63745	1
Tmtc2	-0.0107843	0.996211
Mettl25	0.239934	0.872585
Acss3	-0.268914	0.848541
Myf6	1.26131	1
Ptprq	-0.00575546	0.997727
Otogl	-1.2223	1
Syt1	-2.36176	1
Gm5136	0	1
Nav3	-0.0928389	0.964046
Zdhhc17	0.0977181	0.937331
Glipr1	0.972668	0.0412792
Atxn7l3b	-0.100094	0.913095
Tph2	-1.93874	0.0641529
Tbc1d15	0.226368	0.639704
Rab21	0.383707	0.292955
Tmem19	0.00519797	0.99733
Thap2	-0.308979	0.844065
Lgr5	0.581904	0.0641529
4933416C03Rik	0	1
Kcnmb4	1.81027	0.167583
Cnot2	-0.0296188	0.987882
Myrfl	1.00491	1
Rab3ip	0.327168	0.704163
Cct2	0.0084913	0.995736
Frs2	0.145083	0.838033
Yeats4	-0.0709501	0.964149
9530003J23Rik	0	1
Cpsf6	0.0364307	0.987203
Mdm2	0.814388	0.00139332
Slc35e3	-0.12306	0.895541
Nup107	-0.111955	0.909177
Rap1b	0.181401	0.742874
Iltifb	0	1
Dyrk2	0.0971209	0.924995
Cand1	-0.0198671	0.992653
Helb	-0.232489	0.790685
Irak3	0.267203	0.64962
Hmga2	2.56387	0.00139332
Msrb3	0.422823	0.144894
Tbc1d30	0.829392	1
Rassf3	0.446343	0.287751
Tbk1	0.516656	0.144894
