chrom	startCoord	endCoord	GeneName	strand	GROValue
chrIV	51114	52173	YDL226C	-	-0.189
chrIV	52444	54100	YDL225W	+	-0.121
chrIV	54396	56346	YDL224C	-	-0.203
chrIV	57264	60405	YDL223C	-	0.182
chrIV	60871	61801	YDL222C	-	1.761
chrIV	62243	65018	YDL220C	-	-0.141
chrIV	65241	65765	YDL219W	+	-0.04
chrIV	66492	67446	YDL218W	+	0.261
chrIV	67982	68606	YDL217C	-	-0.191
chrIV	68996	70319	YDL216C	-	-0.583
chrIV	70639	73918	YDL215C	-	-0.191
chrIV	77288	77966	YDL213C	-	-0.357
chrIV	78425	79058	YDL212W	+	-0.205
chrIV	79293	80412	YDL211C	-	0.202
chrIV	84269	85985	YDL210W	+	0.217
chrIV	86206	87226	YDL209C	-	-0.539
chrIV	87511	87982	YDL208W	+	-0.791
chrIV	88247	89864	YDL207W	+	-0.315
chrIV	90175	92464	YDL206W	+	-0.134
chrIV	92761	93745	YDL205C	-	-0.72
chrIV	94604	95786	YDL204W	+	0.549
chrIV	96081	97953	YDL203C	-	-0.079
chrIV	98474	99224	YDL202W	+	-0.567
chrIV	99560	100421	YDL201W	+	-0.266
chrIV	100500	101067	YDL200C	-	-0.245
chrIV	101289	103353	YDL199C	-	0.123
chrIV	103648	104551	YDL198C	-	-0.022
chrIV	104916	106494	YDL197C	-	0.448
chrIV	107207	111029	YDL195W	+	-0.053
chrIV	111579	114234	YDL194W	+	0.561
chrIV	114671	115799	YDL193W	+	-0.175
chrIV	116320	116866	YDL192W	+	-0.314
chrIV	117663	118517	YDL191W	+	-0.565
chrIV	118706	121592	YDL190C	-	-0.573
chrIV	123864	124998	YDL188C	-	-0.164
chrIV	125615	126449	YDL186W	+	0.501
chrIV	126786	130002	YDL185W	+	0.397
chrIV	130870	131833	YDL183C	-	0.236
chrIV	133436	134723	YDL182W	+	0.142
chrIV	135178	135436	YDL181W	+	1.397
chrIV	135895	137539	YDL180W	+	-0.049
chrIV	138290	139205	YDL179W	+	-0.654
chrIV	139521	141114	YDL178W	+	0.058
chrIV	141208	141721	YDL177C	-	0.568
chrIV	142096	144223	YDL176W	+	0.045
chrIV	144483	145518	YDL175C	-	-0.204
chrIV	145825	147589	YDL174C	-	0.205
chrIV	148190	149078	YDL173W	+	0.048
chrIV	149202	155640	YDL171C	-	-0.205
chrIV	156317	157904	YDL170W	+	0
chrIV	158063	158735	YDL169C	-	1.013
chrIV	159603	160764	YDL168W	+	0.084
chrIV	160994	163154	YDL167C	-	-0.262
chrIV	163448	164042	YDL166C	-	-0.576
chrIV	164289	164865	YDL165W	+	-0.214
chrIV	164986	167254	YDL164C	-	-0.064
chrIV	167713	169078	YDL161W	+	-0.244
chrIV	170409	171930	YDL160C	-	0
chrIV	172480	174028	YDL159W	+	-0.523
chrIV	174231	174588	YDL157C	-	0.074
chrIV	174917	176486	YDL156W	+	-0.158
chrIV	176772	178056	YDL155W	+	-0.291
chrIV	178333	181039	YDL154W	+	-0.496
chrIV	181185	183018	YDL153C	-	-0.781
chrIV	183342	184611	YDL150W	+	-0.216
chrIV	184924	187918	YDL149W	+	0.172
chrIV	188153	190586	YDL148C	-	-0.462
chrIV	190923	192261	YDL147W	+	0.03
chrIV	192749	194225	YDL146W	+	-0.147
chrIV	194570	198176	YDL145C	-	-0.217
chrIV	198661	199732	YDL144C	-	0.166
chrIV	199995	201582	YDL143W	+	-0.004
chrIV	201718	202570	YDL142C	-	0.114
chrIV	203038	205111	YDL141W	+	0.146
chrIV	205359	210561	YDL140C	-	0.039
chrIV	211374	212046	YDL139C	-	-0.188
chrIV	216528	217074	YDL137W	+	-0.272
chrIV	217599	218367	YDL136W	+	-0.175
chrIV	218679	219288	YDL135C	-	0.003
chrIV	219661	220771	YDL134C	-	-0.223
chrIV	222426	223740	YDL133W	+	0
chrIV	224303	226751	YDL132W	+	-0.212
chrIV	227392	228715	YDL131W	+	0
chrIV	229170	229431	YDL130W-A	+	0.362
chrIV	229905	230527	YDL130W	+	-0.388
chrIV	231023	231899	YDL129W	+	-0.208
chrIV	232651	233887	YDL128W	+	-0.489
chrIV	234926	235854	YDL127W	+	-0.434
chrIV	236157	238665	YDL126C	-	0.429
chrIV	239019	239607	YDL125C	-	0.817
chrIV	240259	241198	YDL124W	+	0.86
chrIV	241418	241841	YDL123W	+	0.34
chrIV	242552	244982	YDL122W	+	-1.324
chrIV	245133	245583	YDL121C	-	-0.056
chrIV	245923	246448	YDL120W	+	0.473
chrIV	246689	247613	YDL119C	-	0.589
chrIV	248581	251239	YDL117W	+	-0.202
chrIV	251566	253747	YDL116W	+	-0.295
chrIV	253995	255127	YDL115C	-	-0.15
chrIV	255604	256531	YDL114W	+	0
chrIV	256633	258556	YDL113C	-	0.392
chrIV	258915	263226	YDL112W	+	-0.358
chrIV	263313	264111	YDL111C	-	-0.219
chrIV	264512	264965	YDL110C	-	0.654
chrIV	265258	267202	YDL109C	-	0.141
chrIV	267698	268700	YDL108W	+	-0.174
chrIV	268921	269977	YDL107W	+	-0.365
chrIV	270222	271902	YDL106C	-	0.14
chrIV	272389	273598	YDL105W	+	0.364
chrIV	273653	274877	YDL104C	-	0.026
chrIV	275148	276582	YDL103C	-	-0.221
chrIV	276872	280166	YDL102W	+	0.213
chrIV	280307	281849	YDL101C	-	0.272
chrIV	282112	283177	YDL100C	-	0.313
chrIV	283419	284445	YDL099W	+	-0.341
chrIV	284581	285166	YDL098C	-	0.206
chrIV	285391	286696	YDL097C	-	-0.062
chrIV	287059	289513	YDL095W	+	0.099
chrIV	289909	292141	YDL093W	+	-0.017
chrIV	292781	293222	YDL092W	+	-0.449
chrIV	293392	294760	YDL091C	-	-0.504
chrIV	295034	296330	YDL090C	-	0
chrIV	296820	298275	YDL089W	+	0
chrIV	298417	300004	YDL088C	-	-0.466
chrIV	300214	301000	YDL087C	-	-0.172
chrIV	301413	302235	YDL086W	+	-0.155
chrIV	302464	302671	YDL085C-A	-	-0.354
chrIV	303211	304849	YDL085W	+	0.046
chrIV	305237	306578	YDL084W	+	0.371
chrIV	306926	307790	YDL083C	-	-0.335
chrIV	308424	309389	YDL082W	+	-0.518
chrIV	309802	310123	YDL081C	-	-0.46
chrIV	310642	312472	YDL080C	-	0.12
chrIV	312951	314749	YDL079C	-	0.31
chrIV	315357	316389	YDL078C	-	0.058
chrIV	316971	320121	YDL077C	-	0
chrIV	320668	321553	YDL076C	-	-0.068
chrIV	322226	322989	YDL075W	+	-0.267
chrIV	324047	326150	YDL074C	-	-0.536
chrIV	326613	329568	YDL073W	+	-0.028
chrIV	329836	330448	YDL072C	-	0.349
chrIV	331024	332941	YDL070W	+	-0.196
chrIV	333121	333811	YDL069C	-	-0.011
chrIV	334217	334397	YDL067C	-	-0.398
chrIV	334835	336122	YDL066W	+	0.166
chrIV	336249	337278	YDL065C	-	-0.292
chrIV	337487	338071	YDL064W	+	-0.461
chrIV	338272	340135	YDL063C	-	-0.686
chrIV	340628	340799	YDL061C	-	-0.193
chrIV	341619	343986	YDL060W	+	-0.472
chrIV	344237	344954	YDL059C	-	0.082
chrIV	345665	351038	YDL058W	+	-0.304
chrIV	351434	352421	YDL057W	+	-0.009
chrIV	352877	355379	YDL056W	+	-0.297
chrIV	355674	356760	YDL055C	-	0.197
chrIV	359825	361286	YDL054C	-	0
chrIV	361699	362257	YDL053C	-	-0.213
chrIV	362672	363584	YDL052C	-	0.088
chrIV	363952	364780	YDL051W	+	-0.038
chrIV	365068	365875	YDL049C	-	-0.388
chrIV	366739	368212	YDL048C	-	0
chrIV	369771	370707	YDL047W	+	-0.125
chrIV	371240	371762	YDL046W	+	0.522
chrIV	372248	372536	YDL045W-A	+	0.215
chrIV	372688	373609	YDL045C	-	-0.12
chrIV	373967	375290	YDL044C	-	-0.234
chrIV	375680	376481	YDL043C	-	-0.835
chrIV	376757	378446	YDL042C	-	-0.541
chrIV	378874	381439	YDL040C	-	-0.077
chrIV	381985	384083	YDL039C	-	0.401
chrIV	384602	385589	YDL037C	-	0.247
chrIV	387514	388903	YDL036C	-	-0.012
chrIV	389173	392059	YDL035C	-	-0.175
chrIV	392660	393914	YDL033C	-	-0.747
chrIV	394218	397206	YDL031W	+	-0.376
chrIV	399341	400640	YDL029W	+	0
chrIV	400998	403293	YDL028C	-	-0.228
chrIV	403696	404959	YDL027C	-	-0.028
chrIV	405345	407208	YDL025C	-	0.321
chrIV	408452	409859	YDL024C	-	0.017
chrIV	411826	413002	YDL022W	+	0.087
chrIV	413954	414890	YDL021W	+	0.69
chrIV	415114	416710	YDL020C	-	0.593
chrIV	417664	421516	YDL019C	-	0.105
chrIV	422834	423512	YDL018C	-	0.675
chrIV	426003	426936	YDL015C	-	-0.51
chrIV	427365	428349	YDL014W	+	0.169
chrIV	429068	430928	YDL013W	+	-0.249
chrIV	431109	431519	YDL012C	-	0.276
chrIV	432331	433027	YDL010W	+	0.846
chrIV	433498	433996	YDL008W	+	-0.393
chrIV	438048	439362	YDL007W	+	0.102
chrIV	439910	440756	YDL006W	+	0.133
chrIV	441015	442311	YDL005C	-	-0.2
chrIV	443030	443513	YDL004W	+	0.479
chrIV	444684	446385	YDL003W	+	0.123
chrIV	446968	447580	YDL002C	-	-0.44
chrIV	447985	449278	YDL001W	+	-0.299
chrIV	450221	452477	YDR001C	-	1.041
chrIV	453046	453652	YDR002W	+	-0.28
chrIV	454123	454756	YDR003W	+	0.457
chrIV	455202	456585	YDR004W	+	0
chrIV	456837	458105	YDR005C	-	-0.679
chrIV	458543	461249	YDR006C	-	-0.084
chrIV	461843	462518	YDR007W	+	0
chrIV	463435	464998	YDR009W	+	1.473
chrIV	471854	472943	YDR012W	+	0.284
chrIV	473158	473785	YDR013W	+	0.262
chrIV	474047	475991	YDR014W	+	0.313
chrIV	478476	478761	YDR016C	-	0
chrIV	479117	482270	YDR017C	-	-0.698
chrIV	482672	483863	YDR018C	-	0.222
chrIV	484165	485368	YDR019C	-	-0.148
chrIV	485748	486447	YDR020C	-	-0.305
chrIV	486806	488006	YDR021W	+	-0.429
chrIV	488074	488665	YDR022C	-	-0.039
chrIV	489510	490899	YDR023W	+	-0.065
chrIV	491517	492327	YDR025W	+	-0.041
chrIV	492558	494271	YDR026C	-	-0.45
chrIV	494651	497321	YDR027C	-	-0.068
chrIV	497837	500882	YDR028C	-	-0.177
chrIV	503500	503867	YDR031W	+	-0.791
chrIV	504102	504699	YDR032C	-	0.148
chrIV	508150	509113	YDR033W	+	-0.837
chrIV	509740	512113	YDR034C	-	-0.161
chrIV	521317	521473	YDR034W-B	+	0
chrIV	521819	522932	YDR035W	+	-0.142
chrIV	523214	524717	YDR036C	-	0.002
chrIV	525443	527219	YDR037W	+	-0.235
chrIV	527425	530701	YDR038C	-	0
chrIV	531310	534586	YDR039C	-	0.064
chrIV	535195	538471	YDR040C	-	0
chrIV	539806	540418	YDR041W	+	0.046
chrIV	540604	541207	YDR042C	-	-0.077
chrIV	542677	543373	YDR043C	-	0.921
chrIV	546645	547632	YDR044W	+	0.339
chrIV	547981	548314	YDR045C	-	-0.228
chrIV	548765	550580	YDR046C	-	0.549
chrIV	551863	552952	YDR047W	+	0.603
chrIV	553257	555156	YDR049W	+	-0.524
chrIV	555729	556476	YDR050C	-	0.316
chrIV	557059	558064	YDR051C	-	-0.076
chrIV	561443	562331	YDR054C	-	-0.24
chrIV	563530	564865	YDR055W	+	1.013
chrIV	565026	565644	YDR056C	-	-0.13
chrIV	565930	567559	YDR057W	+	0.192
chrIV	567726	568707	YDR058C	-	0.429
chrIV	569237	569774	YDR059C	-	0.325
chrIV	570652	573730	YDR060W	+	-0.394
chrIV	574167	575787	YDR061W	+	-0.161
chrIV	576477	578163	YDR062W	+	-0.35
chrIV	578666	579116	YDR063W	+	0.028
chrIV	579461	580456	YDR064W	+	-0.057
chrIV	580690	581788	YDR065W	+	0.052
chrIV	581911	582502	YDR066C	-	0.031
chrIV	582794	583469	YDR067C	-	-0.072
chrIV	583716	584649	YDR068W	+	0.135
chrIV	584942	587723	YDR069C	-	0.007
chrIV	588101	588383	YDR070C	-	-0.444
chrIV	588830	589406	YDR071C	-	-0.366
chrIV	589764	591348	YDR072C	-	0.219
chrIV	592442	592952	YDR073W	+	0.31
chrIV	593896	596587	YDR074W	+	0.521
chrIV	597159	598086	YDR075W	+	0.029
chrIV	598471	599692	YDR076W	+	0.731
chrIV	600796	601813	YDR077W	+	0.342
chrIV	602201	602873	YDR078C	-	0.91
chrIV	603067	603403	YDR079W	+	-0.332
chrIV	603596	603815	YDR079C-A	-	0.091
chrIV	604011	606990	YDR080W	+	0.579
chrIV	607307	610085	YDR081C	-	-0.304
chrIV	610444	611929	YDR082W	+	-0.306
chrIV	612076	613256	YDR083W	+	-0.488
chrIV	613409	614009	YDR084C	-	0.076
chrIV	614292	616155	YDR085C	-	0.596
chrIV	616932	617175	YDR086C	-	-0.166
chrIV	617474	618311	YDR087C	-	-0.803
chrIV	618501	619650	YDR088C	-	-0.334
chrIV	622116	624726	YDR089W	+	0.041
chrIV	625070	626003	YDR090C	-	0.202
chrIV	626712	628539	YDR091C	-	-0.555
chrIV	629880	630610	YDR092W	+	0.165
chrIV	631286	636125	YDR093W	+	-0.166
chrIV	637143	639828	YDR096W	+	0.55
chrIV	640113	643842	YDR097C	-	-0.14
chrIV	644182	645040	YDR098C	-	0.136
chrIV	653611	654433	YDR099W	+	0.202
chrIV	655017	655449	YDR100W	+	-0.148
chrIV	655690	657472	YDR101C	-	-0.489
chrIV	658354	661108	YDR103W	+	-0.186
chrIV	661177	664915	YDR104C	-	0.049
chrIV	665353	666775	YDR105C	-	-0.015
chrIV	667008	667863	YDR106W	+	0.284
chrIV	669020	671039	YDR107C	-	-0.676
chrIV	671273	673370	YDR108W	+	-0.237
chrIV	673524	675672	YDR109C	-	-0.193
chrIV	676106	677807	YDR110W	+	-0.197
chrIV	678245	679769	YDR111C	-	0.23
chrIV	680500	681622	YDR113C	-	-0.387
chrIV	682179	682497	YDR115W	+	-0.471
chrIV	682728	683586	YDR116C	-	-0.203
chrIV	683950	685648	YDR117C	-	-0.188
chrIV	685886	687845	YDR118W	+	-0.22
chrIV	688231	690538	YDR119W	+	-0.57
chrIV	691553	693266	YDR120C	-	-0.502
chrIV	693589	694180	YDR121W	+	-0.633
chrIV	694704	697899	YDR122W	+	0.093
chrIV	698558	699473	YDR123C	-	0.594
chrIV	700319	701294	YDR124W	+	-0.028
chrIV	701401	702763	YDR125C	-	0.01
chrIV	703238	704249	YDR126W	+	-0.446
chrIV	704488	709255	YDR127W	+	-0.046
chrIV	709553	713000	YDR128W	+	-0.1
chrIV	713344	715384	YDR129C	-	0.445
chrIV	715751	716627	YDR130C	-	-0.121
chrIV	716794	718465	YDR131C	-	0.278
chrIV	718820	720308	YDR132C	-	0.104
chrIV	723008	727556	YDR135C	-	-0.016
chrIV	728263	730255	YDR137W	+	-0.32
chrIV	733622	733929	YDR139C	-	-0.203
chrIV	734142	734808	YDR140W	+	-0.123
chrIV	734905	740002	YDR141C	-	-0.067
chrIV	740477	741605	YDR142C	-	-0.228
chrIV	742046	743879	YDR143C	-	-0.202
chrIV	744315	746106	YDR144C	-	-0.093
chrIV	746742	748362	YDR145W	+	0.022
chrIV	748617	750747	YDR146C	-	-0.619
chrIV	753679	755071	YDR148C	-	-0.186
chrIV	755632	763879	YDR150W	+	-0.182
chrIV	764182	765160	YDR151C	-	-0.103
chrIV	765710	766508	YDR152W	+	-0.58
chrIV	766740	767976	YDR153C	-	-0.511
chrIV	768516	769005	YDR155C	-	0
chrIV	769529	769943	YDR156W	+	-0.617
chrIV	770361	771459	YDR158W	+	-0.704
chrIV	771881	775787	YDR159W	+	-0.126
chrIV	776167	778726	YDR160W	+	-0.204
chrIV	779047	780211	YDR161W	+	-0.489
chrIV	780394	781105	YDR162C	-	-0.207
chrIV	781427	781955	YDR163W	+	0.054
chrIV	782045	784220	YDR164C	-	-0.159
chrIV	786310	789226	YDR166C	-	-0.892
chrIV	789453	790074	YDR167W	+	-0.438
chrIV	790332	791853	YDR168W	+	-0.334
chrIV	792352	793894	YDR169C	-	0.211
chrIV	796197	802227	YDR170C	-	-0.189
chrIV	806625	807753	YDR171W	+	0.939
chrIV	808328	810386	YDR172W	+	-0.597
chrIV	810569	811637	YDR173C	-	-0.179
chrIV	812114	812855	YDR174W	+	-0.256
chrIV	813197	814157	YDR175C	-	-0.453
chrIV	814456	816565	YDR176W	+	-0.649
chrIV	816882	817530	YDR177W	+	0.222
chrIV	817954	818500	YDR178W	+	0.485
chrIV	818712	819201	YDR179C	-	0
chrIV	821300	825782	YDR180W	+	0.069
chrIV	825915	827361	YDR181C	-	-0.249
chrIV	827587	829063	YDR182W	+	-0.128
chrIV	829590	830283	YDR183W	+	-0.205
chrIV	830634	831519	YDR184C	-	-0.484
chrIV	831939	832479	YDR185C	-	-0.139
chrIV	836426	838067	YDR188W	+	0.068
chrIV	838397	840398	YDR189W	+	-0.152
chrIV	840609	842001	YDR190C	-	-0.346
chrIV	842342	843455	YDR191W	+	0.023
chrIV	843574	844867	YDR192C	-	-0.05
chrIV	845957	847952	YDR194C	-	-0.298
chrIV	850279	851005	YDR196C	-	-0.264
chrIV	851233	852403	YDR197W	+	-0.15
chrIV	852538	853978	YDR198C	-	-0.249
chrIV	854284	856099	YDR200C	-	-0.261
chrIV	856322	856820	YDR201W	+	-0.023
chrIV	856903	857959	YDR202C	-	0.204
chrIV	858142	859150	YDR204W	+	-0.025
chrIV	862059	864714	YDR206W	+	-0.345
chrIV	865017	867528	YDR207C	-	-0.081
chrIV	868229	870569	YDR208W	+	0.103
chrIV	871079	871307	YDR210W	+	0
chrIV	884732	886871	YDR211W	+	-0.422
chrIV	887237	888917	YDR212W	+	0.187
chrIV	892880	893933	YDR214W	+	0.439
chrIV	895040	899012	YDR216W	+	1.183
chrIV	899556	903486	YDR217C	-	0.087
chrIV	903786	905058	YDR218C	-	0.422
chrIV	905460	906858	YDR219C	-	0
chrIV	907335	909444	YDR221W	+	-0.095
chrIV	910059	911307	YDR222W	+	0.202
chrIV	912104	913508	YDR223W	+	0
chrIV	914322	914718	YDR224C	-	-0.355
chrIV	915535	915934	YDR225W	+	-0.415
chrIV	916491	917160	YDR226W	+	-0.64
chrIV	917576	921653	YDR227W	+	-0.27
chrIV	921931	923812	YDR228C	-	-0.392
chrIV	924790	926152	YDR229W	+	-0.234
chrIV	926298	926916	YDR231C	-	0.242
chrIV	927457	929104	YDR232W	+	-0.184
chrIV	929475	930363	YDR233C	-	-0.42
chrIV	931134	933216	YDR234W	+	-0.178
chrIV	933509	935144	YDR235W	+	0
chrIV	935241	935898	YDR236C	-	0.038
chrIV	936620	937499	YDR237W	+	-0.044
chrIV	937900	940822	YDR238C	-	0.127
chrIV	941062	943426	YDR239C	-	0
chrIV	943679	945158	YDR240C	-	0
chrIV	946812	948462	YDR242W	+	0.284
chrIV	948523	950290	YDR243C	-	0.141
chrIV	950568	952407	YDR244W	+	0.44
chrIV	952805	953987	YDR245W	+	-0.352
chrIV	954293	954953	YDR246W	+	-0.263
chrIV	956018	957404	YDR247W	+	0.407
chrIV	957763	958345	YDR248C	-	-0.274
chrIV	958686	959808	YDR249C	-	-0.022
chrIV	960619	963112	YDR251W	+	0.231
chrIV	963417	963867	YDR252W	+	0.179
chrIV	963995	964571	YDR253C	-	-0.037
chrIV	965118	966495	YDR254W	+	0.301
chrIV	966562	967828	YDR255C	-	0.042
chrIV	968138	969686	YDR256C	-	0.27
chrIV	969995	971480	YDR257C	-	-0.197
chrIV	971813	974249	YDR258C	-	0
chrIV	974636	975788	YDR259C	-	0.93
chrIV	976722	977235	YDR260C	-	-0.058
chrIV	977526	979215	YDR261C	-	0.169
chrIV	993139	993958	YDR262W	+	0.048
chrIV	994247	995540	YDR263C	-	0
chrIV	996034	998329	YDR264C	-	0.062
chrIV	998869	999883	YDR265W	+	-0.113
chrIV	1000109	1002029	YDR266C	-	-0.3
chrIV	1002515	1003508	YDR267C	-	0.065
chrIV	1004009	1005149	YDR268W	+	0.041
chrIV	1005680	1008695	YDR270W	+	0
chrIV	1009015	1009840	YDR272W	+	-0.261
chrIV	1010181	1011279	YDR273W	+	0.167
chrIV	1012257	1012965	YDR275W	+	-0.247
chrIV	1013481	1013649	YDR276C	-	0.412
chrIV	1014406	1015708	YDR277C	-	0.212
chrIV	1019373	1020426	YDR279W	+	-0.032
chrIV	1020752	1021670	YDR280W	+	-0.729
chrIV	1022012	1022327	YDR281C	-	-1.054
chrIV	1023516	1024761	YDR282C	-	-0.398
chrIV	1025075	1030055	YDR283C	-	-0.119
chrIV	1030555	1031425	YDR284C	-	0.022
chrIV	1032441	1035069	YDR285W	+	-0.159
chrIV	1035236	1035581	YDR286C	-	0
chrIV	1036000	1036879	YDR287W	+	0.007
chrIV	1037200	1038112	YDR288W	+	-0.594
chrIV	1038285	1039515	YDR289C	-	-0.512
chrIV	1039733	1042967	YDR291W	+	-0.088
chrIV	1043151	1045017	YDR292C	-	-0.124
chrIV	1045645	1049398	YDR293C	-	0.223
chrIV	1050464	1052234	YDR294C	-	-0.032
chrIV	1052628	1054653	YDR295C	-	-0.066
chrIV	1055217	1055898	YDR296W	+	0
chrIV	1056556	1057606	YDR297W	+	0.724
chrIV	1058181	1058820	YDR298C	-	0
chrIV	1059632	1061237	YDR299W	+	-0.703
chrIV	1061510	1062797	YDR300C	-	0
chrIV	1063357	1067431	YDR301W	+	-0.031
chrIV	1067736	1068396	YDR302W	+	0.273
chrIV	1068734	1071392	YDR303C	-	-0.088
chrIV	1071885	1072563	YDR304C	-	-0.186
chrIV	1072751	1073494	YDR305C	-	-0.426
chrIV	1073740	1075177	YDR306C	-	0
chrIV	1075870	1077859	YDR307W	+	-0.047
chrIV	1078032	1078455	YDR308C	-	-0.375
chrIV	1079053	1080205	YDR309C	-	-0.281
chrIV	1081133	1084322	YDR310C	-	0
chrIV	1085070	1086999	YDR311W	+	-0.399
chrIV	1087586	1088948	YDR312W	+	-0.567
chrIV	1089224	1090085	YDR313C	-	0.223
chrIV	1090438	1092517	YDR314C	-	-0.091
chrIV	1092746	1093592	YDR315C	-	0.098
chrIV	1093768	1095184	YDR316W	+	-0.373
chrIV	1102189	1103434	YDR317W	+	-0.129
chrIV	1103763	1104953	YDR318W	+	0.025
chrIV	1105008	1105833	YDR319C	-	0.374
chrIV	1106100	1108107	YDR320C	-	-0.114
chrIV	1108285	1108504	YDR320C-A	-	-0.212
chrIV	1108707	1109853	YDR321W	+	-0.186
chrIV	1110594	1111698	YDR322W	+	-0.108
chrIV	1112008	1112299	YDR322C-A	-	0.26
chrIV	1112485	1114033	YDR323C	-	0.03
chrIV	1114438	1116769	YDR324C	-	-0.566
chrIV	1117131	1120239	YDR325W	+	-0.245
chrIV	1120614	1124931	YDR326C	-	-0.181
chrIV	1125439	1126024	YDR328C	-	-0.419
chrIV	1126275	1127601	YDR329C	-	0.002
chrIV	1127877	1129380	YDR330W	+	-0.091
chrIV	1129593	1130829	YDR331W	+	-0.166
chrIV	1131006	1133076	YDR332W	+	-0.084
chrIV	1133265	1135437	YDR333C	-	0.224
chrIV	1135937	1140482	YDR334W	+	-0.27
chrIV	1141173	1144848	YDR335W	+	-0.249
chrIV	1145097	1146042	YDR336W	+	0.084
chrIV	1146324	1147185	YDR337W	+	-0.172
chrIV	1147384	1149472	YDR338C	-	0.095
chrIV	1149956	1150526	YDR339C	-	-0.416
chrIV	1151808	1153632	YDR341C	-	-0.599
chrIV	1154221	1155934	YDR342C	-	1.113
chrIV	1159613	1161326	YDR343C	-	0
chrIV	1162962	1164666	YDR345C	-	0.654
chrIV	1167219	1168665	YDR346C	-	0.066
chrIV	1169183	1170149	YDR347W	+	0.057
chrIV	1170331	1171831	YDR348C	-	-0.487
chrIV	1172391	1174182	YDR349C	-	0.076
chrIV	1176125	1178180	YDR350C	-	0.095
chrIV	1178671	1181266	YDR351W	+	-0.107
chrIV	1181806	1182760	YDR352W	+	-0.325
chrIV	1183304	1184264	YDR353W	+	-0.02
chrIV	1184752	1185895	YDR354W	+	0.308
chrIV	1186112	1188947	YDR356W	+	0.077
chrIV	1189204	1189573	YDR357C	-	0
chrIV	1190064	1191738	YDR358W	+	0.025
chrIV	1191941	1194889	YDR359C	-	-0.189
chrIV	1195416	1196268	YDR361C	-	-0.533
chrIV	1196683	1198702	YDR362C	-	-0.076
chrIV	1199187	1200558	YDR363W	+	-0.428
chrIV	1202132	1202402	YDR363W-A	+	-0.4
chrIV	1202847	1204215	YDR364C	-	-0.181
chrIV	1204501	1206388	YDR365C	-	0
chrIV	1212442	1212841	YDR366C	-	0.214
chrIV	1212852	1213619	YDR367W	+	0
chrIV	1213908	1214847	YDR368W	+	0
chrIV	1215020	1217585	YDR369C	-	-0.07
chrIV	1217786	1219115	YDR370C	-	0
chrIV	1219417	1220953	YDR371W	+	-0.02
chrIV	1221116	1222154	YDR372C	-	0.077
chrIV	1222763	1223336	YDR373W	+	0.1
chrIV	1223478	1224399	YDR374C	-	0
chrIV	1225170	1226541	YDR375C	-	-0.38
chrIV	1226826	1228308	YDR376W	+	0.09
chrIV	1228615	1228921	YDR377W	+	0
chrIV	1229353	1229614	YDR378C	-	-0.206
chrIV	1230171	1233201	YDR379W	+	0
chrIV	1233282	1233522	YDR379C-A	-	0
chrIV	1234222	1236130	YDR380W	+	0.448
chrIV	1236562	1238009	YDR381W	+	0.524
chrIV	1238316	1238855	YDR381C-A	-	0.076
chrIV	1239496	1239829	YDR382W	+	-0.191
chrIV	1239964	1240681	YDR383C	-	-0.198
chrIV	1241208	1242036	YDR384C	-	-0.197
chrIV	1243234	1245763	YDR385W	+	0.206
chrIV	1246088	1247987	YDR386W	+	0.159
chrIV	1248158	1249826	YDR387C	-	0.487
chrIV	1250190	1251639	YDR388W	+	0.221
chrIV	1252541	1254506	YDR389W	+	-0.02
chrIV	1254941	1256852	YDR390C	-	-0.024
chrIV	1257362	1258061	YDR391C	-	-0.108
chrIV	1258700	1259714	YDR392W	+	0.168
chrIV	1261685	1262972	YDR394W	+	-0.596
chrIV	1263328	1266163	YDR395W	+	-0.597
chrIV	1266370	1266903	YDR397C	-	-0.529
chrIV	1267475	1269407	YDR398W	+	-0.333
chrIV	1270072	1270738	YDR399W	+	-0.597
chrIV	1271067	1272090	YDR400W	+	0.087
chrIV	1272238	1273708	YDR402C	-	0.128
chrIV	1274606	1276217	YDR403W	+	0.29
chrIV	1276658	1277174	YDR404C	-	0.328
chrIV	1277650	1278442	YDR405W	+	0.656
chrIV	1279214	1283804	YDR406W	+	0.915
chrIV	1284073	1287943	YDR407C	-	0.175
chrIV	1288219	1288864	YDR408C	-	-0.439
chrIV	1289410	1292125	YDR409W	+	-0.411
chrIV	1292376	1293096	YDR410C	-	-0.09
chrIV	1293373	1294399	YDR411C	-	0.113
chrIV	1294697	1295405	YDR412W	+	-0.426
chrIV	1295602	1296691	YDR414C	-	0.009
chrIV	1297041	1298166	YDR415C	-	-0.432
chrIV	1298436	1301016	YDR416W	+	-0.524
chrIV	1301620	1302118	YDR418W	+	-0.059
chrIV	1303178	1305077	YDR419W	+	0.148
chrIV	1306271	1311680	YDR420W	+	0.058
chrIV	1312044	1314897	YDR421W	+	0.063
chrIV	1315330	1317778	YDR422C	-	-0.069
chrIV	1318050	1319280	YDR423C	-	-0.122
chrIV	1319391	1319846	YDR424C	-	-0.214
chrIV	1320068	1321946	YDR425W	+	0.524
chrIV	1322209	1323391	YDR427W	+	-0.251
chrIV	1323458	1324244	YDR428C	-	-0.123
chrIV	1324481	1325306	YDR429C	-	-0.605
chrIV	1325505	1328475	YDR430C	-	0.062
chrIV	1328787	1330032	YDR432W	+	0.187
