chromosome	TSS	TES	Gene	h1logFC	h1pval	h3logFC	h3pval	h6logFC	h6pval	h24logFC	h24pval	d7logFC	d7pval
chr1	52512692	52557292	Nab1	0.472859	0.1406	-0.127821	0.6783	0.0167682	0.95875	-0.364752	0.1997	-0.445004	0.19325
chr1	52687548	52708763	Tmem194b	-0.64635	0.25155	-0.190143	0.7196	-0.368323	0.475	-0.0238279	0.96165	0.0815629	0.8828
chr1	52713147	52784162	Mfsd6	-0.232503	0.5879	0.347989	0.4303	0.303516	0.46105	-0.171474	0.66185	0.249169	0.5673
chr1	52846263	52874532	Inpp1	-0.137215	0.7484	0.523608	0.19265	0.304959	0.44085	0.457482	0.2225	0.605272	0.1381
chr1	52901889	52977704	Hibch	-0.197057	0.5784	-0.761911	0.04305	-0.175209	0.61325	-0.252233	0.4551	-0.400603	0.3148
chr1	52981970	53009684	1700019D03Rik	0.526738	1	2.41996	1	0.246336	1	0.335299	1	0.757745	1
chr1	53118506	53124923	Mstn	-0.855068	1	0	1	-1.11536	1	-1.1719	1	2.13728	1
chr1	53215420	53244461	1700019A02Rik	0	1	0	1	0	1	0	1	0	1
chr1	53246031	53353840	Pms1	-0.308386	0.53305	-0.479568	0.30455	0.289418	0.4844	-0.0971162	0.82535	-0.495312	0.35085
chr1	53353938	53367089	Ormdl1	0.0626876	0.8712	-0.592691	0.14715	0.0820272	0.8344	-0.269874	0.44545	-0.626626	0.1515
chr1	53370506	53380908	Osgepl1	-0.271567	0.57985	-0.384751	0.4061	0.096133	0.81835	-0.144982	0.7237	-0.293741	0.53385
chr1	53401487	53409543	Asnsd1	-0.198165	0.55205	-0.534457	0.09935	-0.0844768	0.7859	-0.113995	0.6939	0.063219	0.8608
chr1	53453845	53763628	Dnahc7a	0.719749	1	-1.95542	1	-0.605869	1	0.573443	1	0.591372	1
chr1	53812355	53842059	Stk17b	0.216556	0.4943	0.112369	0.7224	-0.181105	0.5556	-0.295716	0.32755	-0.596207	0.0878
chr1	53863717	54251878	Hecw2	0.277852	0.65165	-0.176169	1	0.169894	0.76685	-0.12591	0.82485	0.503027	0.50075
chr1	54307526	54425571	Ccdc150	0.070065	1	-0.402366	1	0.353663	1	0.936644	1	0.877512	1
chr1	54454424	54495815	Gtf3c3	-0.129821	0.7247	-0.293557	0.41835	0.0588048	0.86755	-0.221245	0.50545	-0.308993	0.402
chr1	54529843	54614528	Pgap1	-0.323386	0.4331	-0.610192	0.14545	-0.305826	0.4447	-0.179955	0.6226	-0.53422	0.2415
chr1	54702183	54983231	Ankrd44	-0.18739	0.60005	-1.00628	0.01155	-0.901882	0.01395	-0.79925	0.02355	-0.355836	0.35285
chr1	55042012	55084322	Sf3b1	0.00959018	0.97565	-0.0352657	0.9156	-0.0941022	0.76825	-0.421151	0.16015	-0.469164	0.20985
chr1	55109613	55129546	Coq10b	1.05151	0.00115	0.314813	0.34015	0.26191	0.4257	-0.477984	0.1319	-0.830959	0.0322
chr1	55134677	55144776	Hspd1	0.130694	0.7063	-0.00416517	0.9888	0.319366	0.31735	-0.488838	0.102	-0.724811	0.0613
chr1	55144991	55148161	Hspe1	0.299322	0.3704	0.140566	0.681	0.163277	0.61135	0.0980492	0.7517	-0.0723842	0.85315
chr1	55188088	55211743	Mob4	0.1476	0.6504	0.247251	0.4561	0.166447	0.59835	-0.297541	0.32545	-0.491263	0.1678
chr1	55227003	55283626	Rftn2	-0.243497	0.49445	-0.547868	0.1248	0.0417306	0.90145	0.00923212	0.97855	0.335299	0.34535
chr1	55294020	55296902	Mars2	-0.136686	0.7682	0.422042	0.33435	0.476692	0.25585	-0.0238634	0.95335	-0.603963	0.22135
chr1	55356912	55420313	Boll	0	1	0	1	0	1	0	1	0	1
chr1	55462789	55811129	Plcl1	-0.389779	0.3495	-1.07151	0.0158	-1.171	0.00575	-0.871988	0.02705	-0.252469	0.5524
chr1	55988084	56028942	9130227L01Rik	0	1	-0.517824	1	-0.54751	1	-1.45045	1	0.29142	1
chr1	56692892	56694295	Hsfy2	0	1	0	1	0	1	0	1	0	1
chr1	56850824	57028178	Satb2	-0.408408	0.3337	-1.12023	0.01135	-0.0599897	0.87265	-0.444721	0.2334	0.0323205	0.9354
chr1	57028312	57032040	9130024F11Rik	-0.677647	0.4443	-1.32332	0.1344	-0.359789	0.6617	-0.00290316	0.9943	-0.287319	0.70655
chr1	57257488	57271840	BC055402	0	1	0	1	0	1	0	1	0	1
chr1	57416065	57434388	4930558J18Rik	-0.363202	0.66355	-0.374666	0.5711	-0.326662	0.62795	-0.727298	0.31115	-0.311275	0.6319
chr1	57434463	57442266	1700066M21Rik	-0.696008	0.1064	0.281012	0.4535	-0.0821122	0.82725	-0.244086	0.4875	-0.584444	0.15975
chr1	57445087	57472802	9430016H08Rik	0.424699	0.40405	0.00991922	0.98295	0.286049	0.54805	0.144056	0.73955	0.0692596	0.8907
chr1	57445087	57472802	Tyw5	0.7686	0.2793	0.209604	0.73575	0.321048	0.60395	-0.372735	0.56915	-0.454551	0.57425
chr1	57831704	58005241	Spats2l	0.00266709	0.9948	-0.95511	0.0158	-0.239519	0.5004	0.310748	0.34005	0.307881	0.41825
chr1	58011944	58026928	Kctd18	-0.313651	0.45295	-0.447106	0.28095	0.0844345	0.82415	0.0114829	0.97355	-0.196658	0.6464
chr1	58042183	58083121	Sgol2	-0.629161	0.1354	0.317382	0.3967	0.157366	0.6715	-0.163902	0.64225	-1.03497	0.0238
chr1	58086812	58163254	Aox1	-0.357728	0.44255	-1.38395	0.0074	-1.05393	0.0201	-0.830675	0.07685	0.0642837	0.89165
chr1	58169979	58257296	Aox3	-1.73032	1	-2.05264	1	-2.19379	1	-1.34969	1	-2.00876	1
chr1	58267240	58325440	Aox4	-0.317317	1	-0.652417	1	0	1	-0.976411	1	0.816441	1
chr1	58335169	58436108	Aox3l1	1.17034	1	2.83327	1	1.63029	1	1.39538	1	-0.848249	1
chr1	58449979	58463392	Bzw1	0.126402	0.71075	0.157188	0.61855	0.219678	0.49195	-0.439901	0.14515	-0.675074	0.06135
chr1	58468831	58480932	Clk1	0.00550993	0.98805	-0.134119	0.7062	-0.0895277	0.7961	-0.304258	0.34665	-0.479029	0.26205
chr1	58487836	58502330	Ppil3	0.0659602	0.8646	-0.251428	0.51005	0.279538	0.4464	0.0358893	0.91895	0.187517	0.638
chr1	58504476	58519120	Nif3l1	0.233113	0.4832	0.37911	0.25675	0.485376	0.13245	0.12253	0.6915	0.0661233	0.8594
chr1	58519614	58561953	Orc2	0.00545157	0.9887	0.431602	0.20805	0.587258	0.0802	-0.369497	0.25805	-0.575051	0.14775
chr1	58579649	58643177	Fam126b	0.132521	0.74495	0.131729	0.75375	0.181646	0.6329	-0.573936	0.1332	-0.712203	0.1439
chr1	58643442	58652792	Ndufb3	0.186046	0.6206	-0.282312	0.4523	-0.159032	0.66645	0.206938	0.55075	-0.160249	0.6914
chr1	58709484	58712675	Gm20257	0.443723	0.6175	0.590664	0.3846	0.723699	0.3227	0.553845	0.45555	0.77404	0.27885
chr1	58714963	58752833	Als2cr12	-0.635727	1	0	1	0	1	0	1	-2.08125	1
chr1	58770129	58815726	Cflar	0.263922	0.4067	0.597609	0.0619	0.157945	0.6093	-0.534955	0.0793	-0.250746	0.48015
chr1	58852217	58904347	Casp8	0.0868217	0.79605	0.134376	0.67525	0.235718	0.4573	0.0204128	0.9438	0.0720373	0.84115
chr1	58957293	59030326	Trak2	-0.03358	0.91775	0.37191	0.2364	0.337392	0.2696	-0.351252	0.2361	-0.463704	0.16605
chr1	59030414	59051965	Stradb	-0.156855	0.7106	-0.200591	0.6474	-0.385578	0.36395	0.228365	0.527	0.195678	0.64875
chr1	59107349	59151744	Als2cr11	0	1	0	1	0	1	0	1	0	1
chr1	59157436	59176940	Tmem237	-0.0560021	0.88385	-0.363505	0.31705	-0.308872	0.40195	0.0176877	0.95715	0.0819977	0.83325
chr1	59177778	59294075	Als2,Mpp4	-0.0189425	0.96175	0.0781708	0.8277	0.0202898	0.95555	-0.280441	0.4202	-0.192499	0.62545
chr1	59313750	59409213	Cdk15	0.513729	1	-2.14527	1	-1.88433	1	0.501315	1	1.25177	0.2305
chr1	59538990	59543799	Fzd7	-0.29537	0.40285	-0.138946	0.66825	-0.483197	0.1506	-0.625954	0.05145	-0.395009	0.28275
chr1	59573107	59691353	Gm973	-0.422531	1	-1.59371	1	-2.65845	1	0.201272	1	-0.140872	1
chr1	59696277	59727678	Sumo1	-0.0111727	0.9713	-0.0364765	0.90895	0.0416563	0.89665	-0.321221	0.30015	-0.557583	0.1398
chr1	59741849	59768354	Nop58	0.519378	0.12515	0.388513	0.2309	0.57174	0.06155	-0.360623	0.21855	-0.589818	0.12915
chr1	59741849	59768354	Snord11	0	1	0	1	0	1	0	1	0	1
chr1	59741849	59768354	Snord70	0	1	0	1	0	1	0	1	0	1
chr1	59821480	59927703	Bmpr2	-0.626197	0.10825	0.474118	0.1849	-0.0695296	0.85445	-0.490486	0.1547	-0.232421	0.538
chr1	59969849	60042192	Fam117b	-0.35387	0.3043	0.476713	0.14675	0.0759851	0.80355	-0.196991	0.5297	0.113739	0.7541
chr1	60045911	60099931	Ica1l	1.2854	1	0.23369	1	0.475502	1	-0.940812	1	-0.590757	1
chr1	60133711	60207878	Carf	-0.456446	0.76895	-0.401976	0.75645	-0.0920578	0.93505	-0.161051	0.8801	0.00270557	0.99735
chr1	60133711	60207878	Wdr12	0.288411	0.46595	0.314878	0.3802	0.596156	0.0882	-0.254088	0.4653	-0.154931	0.73365
chr1	60237442	60391549	Nbeal1	-0.203603	0.60495	-0.061937	0.8645	0.0398368	0.9131	-0.675678	0.0683	-0.509835	0.22655
chr1	60400215	60444231	Cyp20a1	0.0406762	0.9022	-0.276825	0.3889	-0.0123163	0.9676	-0.194953	0.51625	-0.632458	0.07585
chr1	60466462	60538007	Abi2	-0.348202	0.36575	-0.285605	0.42635	-0.245723	0.4841	-0.442432	0.1881	-0.265659	0.50135
chr1	60540028	60623609	Raph1	0.546184	0.1027	0.73498	0.02445	0.505828	0.1084	-0.793971	0.0119	-1.12074	0.00215
chr1	60803231	60830203	Cd28	-0.60486	1	-0.986987	1	0.137774	1	-0.125702	1	-0.621294	1
chr1	60965868	60972674	Ctla4	-0.632616	1	0	1	0	1	-0.237467	1	0	1
chr1	61034757	61057164	Icos	0.935326	1	-0.914406	1	0.495651	1	-0.280777	1	0.674797	1
chr1	61435275	61452748	9530026F06Rik	0.984373	1	0	1	1.60321	1	0	1	-0.0410684	1
chr1	61685397	62688858	Pard3b	-0.307321	0.5262	-0.249573	0.5596	-0.765784	0.08005	-0.611725	0.1519	0.294506	0.50705
chr1	62749890	62865266	4930487H11Rik	0	1	0	1	0	1	0	1	0	1
chr1	62749890	62865266	Nrp2	-0.134867	0.711	-0.112728	0.7438	-0.362397	0.28545	-0.413034	0.19825	-0.564747	0.15645
chr1	63094374	63160841	Ino80d	0.158215	0.67235	0.261921	0.4778	0.0252354	0.94505	-0.370569	0.2945	-0.0661686	0.8745
chr1	63161044	63223396	Gm11602	0.239723	0.8936	-0.425811	0.8263	-0.749233	0.6667	-0.214187	0.9075	0.0107965	0.9945
chr1	63161044	63223396	Ndufs1	-0.0328942	0.9235	-0.312678	0.33725	-0.156227	0.6161	-0.305078	0.3074	-0.582604	0.10385
chr1	63223404	63227060	Eef1b2	0.0857913	0.8053	0.0146846	0.96505	-0.337535	0.3046	-0.192704	0.544	0.23953	0.56585
chr1	63223404	63227060	Snora41	0	0.10045	0	1	0	1	0	1	0	1
chr1	63229267	63260783	Gpr1	-0.0292779	1	0	1	1.9725	1	-1.24966	1	0.856452	1
chr1	63319842	63361149	Zdbf2	-0.27169	1	-1.60653	1	-0.331348	1	-3.19035	1	-0.799527	1
chr1	63492477	63643089	Adam23	0.0268035	0.9405	-0.359609	0.3079	-0.420134	0.2351	0.0924573	0.78655	0.25609	0.5538
chr1	63669424	63733501	Dytn	0	1	0	1	0	1	0	1	0	1
chr1	63745400	63776892	Mdh1b	0	1	0	1	-0.739884	1	0.199702	1	-0.479645	1
chr1	63777198	63799959	Fastkd2	0.0489872	0.9019	0.121173	0.7422	0.403895	0.23975	-0.195723	0.5706	-0.292583	0.4674
chr1	63801482	63815841	4933402D24Rik	0	1	0	1	0	1	0	1	0	1
chr1	64011300	64015573	Gm13749	0.307485	1	-0.0989194	1	0.843368	1	0.646814	1	0.691813	1
chr1	64082246	64167963	Klf7	0.591836	0.2023	-0.581697	0.26275	-0.180071	0.72365	-0.624941	0.18605	-0.117784	0.8184
chr1	64579377	64651122	Creb1	-0.00162779	0.9959	0.23976	0.4763	0.268796	0.41225	-0.306645	0.3286	-0.428349	0.25125
chr1	64653053	64663742	Mettl21a	-0.0842925	0.8059	-0.648307	0.06115	-0.229435	0.48505	-0.00504277	0.98775	-0.0199007	0.95435
chr1	64726442	64737233	2810408I11Rik	0.59533	0.21705	0.337745	0.52375	0.474997	0.32575	-0.49044	0.3272	-1.12721	0.0688
chr1	64737918	64772216	Ccnyl1	0.935887	0.004	0.940834	0.00345	0.157132	0.61055	-0.552497	0.0676	-0.515049	0.1413
chr1	64777131	64784324	Fzd5	-0.258685	0.49935	-1.27653	0.00135	-0.882956	0.01845	-0.433784	0.1965	0.0745922	0.85435
chr1	64835694	65003398	Plekhm3	-0.0381058	0.91955	-0.265807	0.44305	0.17928	0.58705	-0.0437596	0.8925	0.165768	0.67195
chr1	65059659	65079322	Akr1cl	0	1	0.200699	1	0	1	0.202163	1	2.11876	1
chr1	65095130	65097737	Cryge	0	1	0	1	0	1	0	1	0	1
chr1	65108411	65110014	Crygd	0	1	0	1	0	1	0	1	0	1
chr1	65118098	65120106	Crygc	0	1	0	1	0	1	0	1	0	1
chr1	65126800	65128841	Crygb	0	1	0	1	0	1	0	1	0	1
chr1	65146962	65149937	Cryga	0	1	0	1	0	1	0	1	0	1
chr1	65153886	65169767	D630023F18Rik	2.83047	1	0.782528	1	2.44857	1	3.10056	1	1.50194	1
chr1	65205189	65233053	Idh1	-0.157664	0.64345	-0.799266	0.01745	-0.510611	0.1157	0.0442683	0.8897	0.133601	0.73385
chr1	65233258	65325270	Pikfyve	-0.413904	0.2521	0.16801	0.6137	0.0345165	0.91105	-0.447844	0.15625	-0.5433	0.1361
chr1	65357830	65435818	Pth2r	-3.25346	1	-0.761339	1	0.262317	1	-0.382076	1	-0.943845	1
chr1	65973095	65974878	Crygf	0	1	0	1	0	1	0	1	0	1
chr1	66221902	66489157	Map2	0.340916	0.4532	-0.403913	0.3786	-0.859661	0.0639	-0.508585	0.23645	0.755451	0.1043
chr1	66515020	66745722	Unc80	0.808888	1	0	1	-0.0474889	1	-1.11246	1	1.46217	1
chr1	66747466	66864169	Kansl1l	-0.206736	0.83675	-0.857637	0.3602	-0.400807	0.64075	-0.248764	0.7019	-0.0562741	0.94795
chr1	66747466	66864169	Rpe	0.113926	0.7704	-0.0849361	0.81395	0.0445376	0.9037	-0.188587	0.5916	-0.664506	0.14525
chr1	66877412	66909883	Acadl	0.0404876	0.90435	-0.373032	0.2606	-0.462324	0.14565	-0.0312047	0.9174	0.264221	0.4486
chr1	66970869	66991630	Myl1	-0.511235	0.56695	0.476927	0.56195	0.575753	0.41815	-0.0308263	0.96625	-2.29287	0.2485
chr1	67047090	67085446	Lancl1	0.0472458	0.89305	-0.229047	0.5099	-0.215018	0.5436	0.0841107	0.7907	0.395573	0.30355
chr1	67169639	67277022	Cps1	2.53731	1	2.4369	1	0	1	1.62279	1	2.41201	1
chr1	68086539	69154633	Erbb4	0	1	0	1	0	1	0	1	0	1
chr1	69577783	69732534	Ikzf2	-0.342119	1	-1.2057	1	-0.309799	1	-0.914943	0.07225	-0.265544	0.6287
chr1	69873543	70771706	Spag16	2.99905	1	1.09127	1	-0.318805	1	0	1	1.92707	1
chr1	70772288	70931971	Vwc2l	0	1	0	1	0	1	0	1	0	1
chr1	71074108	71149546	Bard1	-0.159786	0.7651	0.151564	0.75235	0.067215	0.8803	-0.521203	0.24625	-0.909375	0.10595
chr1	71289663	71461484	Abca12	-0.71338	1	-2.34881	1	0.046384	1	-0.362438	1	0.194037	1
chr1	71603729	71625977	Atic	0.167049	0.62125	-0.0768487	0.8059	0.119133	0.695	-0.167307	0.56295	-0.16984	0.6498
chr1	71632046	71699808	Fn1	0	1	0	1	0	1	0	1	0	1
chr1	71699908	71709417	Apol7d	-0.329614	1	0	1	-0.557231	1	0	1	-0.448638	1
chr1	71934685	71937778	Gm8883	1.21819	1	0	1	0.755234	1	0.709456	1	1.33756	1
chr1	72005571	72051769	4933417E11Rik	1.95074	1	0.970827	1	1.1626	1	0.356092	1	1.80223	1
chr1	72205806	72258881	Mreg	-0.0247154	1	0.291662	0.6641	0.123348	1	-0.380503	1	-1.05318	1
chr1	72305746	72330888	Pecr	0.484028	0.276	0.082878	0.86155	0.284075	0.54035	0.404935	0.34025	0.516934	0.31055
chr1	72330946	72349569	Tmem169	0.241989	0.7075	-1.35191	0.037	-0.120319	0.84235	0.281614	0.6154	0.540672	0.3907
chr1	72353994	72441527	Xrcc5	-0.0473198	0.8956	-0.790276	0.0245	-0.879397	0.0146	-0.153139	0.631	0.100447	0.7857
chr1	72473685	72583138	March4	-1.28204	1	-1.74564	1	-0.767204	1	-0.928411	1	-0.0452143	1
chr1	72629824	72683364	Smarcal1	-0.300892	0.40615	-0.461868	0.1989	-0.311958	0.35515	-0.0674544	0.83245	0.381735	0.309
chr1	72689553	72747138	Ankar	0	1	-1.72052	1	-0.0924985	1	-1.00422	1	-1.21986	1
chr1	72757833	72760387	Rpl37a	0.434309	0.18155	0.868542	0.0064	0.562912	0.074	0.585184	0.04665	0.57918	0.11745
chr1	72871053	72899045	Igfbp2	0.505212	0.1784	0.392309	0.29345	0.218717	0.5517	0.323331	0.37335	2.49253	5.00E-05
chr1	72904638	72921439	Igfbp5	-0.531244	0.51165	-0.397151	0.59725	-0.394853	0.5573	-0.499069	0.4623	-1.21056	0.05205
chr1	73061648	73062473	Tnp1	0	1	0	1	0	1	0	1	0	1
chr1	73062609	73072082	1700027A15Rik	0	1	0	1	0	1	0	1	0	1
chr1	73437958	73477353	D530049I02Rik	0	1	0	1	0	1	0	1	0	1
chr1	73437958	73477353	Pinc	0	1	0	1	0	1	0	1	-0.0410684	1
chr1	73664954	73911040	6030407O03Rik	0	1	0	1	0	1	0	1	0	1
chr1	73956804	74171021	Tns1	0.0417682	0.89845	1.13728	0.0002	-0.122407	0.6985	-0.0335108	0.91085	0.686246	0.05545
chr1	74172114	74194804	Rufy4	-0.161608	0.8537	-0.0771295	0.73075	-0.824349	0.2658	0.012958	0.98495	-1.73551	0.0271
chr1	74200567	74207820	Cxcr2	0.314781	0.6565	1.39849	0.0355	0.638447	0.29135	-0.722449	0.23045	0.0790065	0.91295
chr1	74238359	74241205	Cxcr1	0	1	0	1	0	1	0	1	0	1
chr1	74283123	74314787	Arpc2	0.210814	0.5276	0.235239	0.4678	0.115221	0.7235	0.051537	0.86765	0.256044	0.5049
chr1	74325173	74326163	Gpbar1	0.264501	0.7644	0.179437	0.82125	-0.908429	0.2726	0.520516	0.45545	0.891504	0.248
chr1	74326413	74331312	Aamp	-0.086924	0.81005	-0.336198	0.31615	-0.50861	0.1317	0.0092153	0.97675	-0.0798889	0.8369
chr1	74331607	74400266	Pnkd	-0.222682	0.8827	-0.371458	0.8139	-0.765261	0.61255	0.127401	0.9447	0.536357	0.7044
chr1	74331607	74400266	Tmbim1	0.507907	0.1379	0.480568	0.1453	0.223963	0.4834	0.286489	0.37055	0.791864	0.04125
chr1	74408681	74415895	Gm216	-0.233012	1	-1.23894	1	-0.809478	1	-0.0233926	0.97375	0.772769	0.33285
chr1	74421776	74432625	Slc11a1	0.691623	0.20845	1.00346	0.0686	1.16592	0.0155	-0.0130087	0.9818	0.806408	0.13685
chr1	74438182	74443859	Ctdsp1	0.228053	0.4708	-0.26045	0.4026	-0.207572	0.482	0.377516	0.18855	0.702587	0.0478
chr1	74438182	74443859	Mir26b	0	1	0	1	0	1	0	1	0	1
chr1	74455957	74634602	Plcd4	-1.2462	1	-0.842535	1	-0.531364	1	0.0650765	1	0.13679	1
chr1	74455957	74634602	Rqcd1	-0.163509	0.7293	0.342722	0.4525	0.376922	0.393	-0.000984712	0.99865	-0.189537	0.71735
chr1	74455957	74634602	Usp37	-0.325652	0.7339	0.552312	0.56275	0.433572	0.60815	-0.296855	0.75325	-0.455419	0.66205
chr1	74455957	74634602	Vil1	0	1	0	1	0.246267	1	1.76916	1	1.80633	1
chr1	74455957	74634602	Zfp142	-0.257405	0.6818	0.40101	0.48125	0.267764	0.65	-0.21868	0.6953	-0.0459011	0.9408
chr1	74634934	74639017	Bcs1l	0.111631	0.7722	-0.201026	0.60325	0.275027	0.46015	0.754383	0.0334	0.501406	0.21395
chr1	74640325	74647971	Rnf25	0.537239	0.1069	0.292777	0.39995	0.149462	0.653	0.38581	0.23045	0.765597	0.034
chr1	74648028	74683467	Stk36	-0.357365	0.47295	-0.561285	0.26895	-0.365101	0.42285	0.361393	0.40235	0.240644	0.6004
chr1	74708327	74744547	Ttll4	-0.0473152	0.9015	0.480054	0.19635	0.365215	0.3107	-0.428103	0.2308	-0.685262	0.1054
chr1	74760147	74784464	Cyp27a1	-0.74658	0.2681	-0.738989	0.22765	-0.89648	0.134	0.0838837	0.8878	0.565081	0.3803
chr1	74785495	74795529	Prkag3	-0.281671	1	-1.33235	1	-0.779448	1	0.288161	1	0.423136	1
chr1	74818465	74831893	Wnt6	0.162719	1	0.795824	1	0.799449	1	-0.417109	1	0.539321	1
chr1	74838592	74850749	Wnt10a	0.81294	1	1.90259	0.08945	1.33405	1	0.134684	1	1.7668	0.05015
chr1	74901602	74904306	Cdk5r2	-2.95003	1	0.506943	1	0	1	-0.109146	1	-1.06181	1
chr1	74928082	74931982	Fev	0	1	0	1	0	1	0	1	0	1
chr1	74936517	74939709	Cryba2	0	1	0	1	0	1	0	1	0	1
chr1	74947231	74947295	Mir375	0	1	0	1	0	1	0	1	0	1
chr1	74948653	74982173	Ccdc108	0	1	0	1	0	1	0	1	0	1
chr1	74991891	74998225	Ihh	-0.850314	1	-0.494242	1	0.0703679	1	0.533237	1	-0.405815	1
chr1	75013919	75121800	Nhej1	0.162411	0.7553	-1.06803	0.06035	-0.0631975	0.9001	0.202622	0.67515	0.263655	0.60975
chr1	75122115	75130464	Slc23a3	2.66617	1	1.5706	1	2.21624	1	0.723229	1	0.645481	1
chr1	75131788	75138942	Cnppd1	-0.235314	0.4793	-0.0740745	0.8111	0.0322054	0.91675	0.136942	0.6393	0.328621	0.33395
chr1	75139359	75144483	Fam134a	-0.21309	0.52165	-0.345617	0.2874	-0.293376	0.3589	-0.00791442	0.97735	0.112596	0.75665
chr1	75165219	75168200	Zfand2b	0.273896	0.4475	-0.0311359	0.9287	-0.145295	0.6774	0.466998	0.1412	0.52391	0.16505
chr1	75168214	75176857	Abcb6	-0.125382	0.7429	0.0231088	0.94905	0.115418	0.75055	0.0583606	0.8705	-0.0977712	0.80955
chr1	75177439	75188497	Atg9a	0.178078	0.57555	-0.106441	0.732	-0.0691411	0.82405	0.252536	0.3955	0.286694	0.4094
chr1	75188733	75207353	Ankzf1	-0.379081	0.4929	-0.145675	0.78425	0.0608654	0.907	0.384644	0.3963	0.208971	0.7259
chr1	75188733	75207353	Glb1l	-0.0396412	0.9433	-0.298126	0.59625	-0.403108	0.46075	-0.190663	0.7158	0.301079	0.61395
chr1	75207403	75215828	Stk16	0.102445	0.78355	0.0453508	0.90295	-0.0737847	0.83275	0.119764	0.71805	0.18498	0.6634
chr1	75207403	75215828	Tuba4a	0.669141	0.31915	0.733425	0.23785	0.517241	0.42275	0.394047	0.54505	0.577513	0.49515
chr1	75216669	75228668	A630095N17Rik	0	1	0	1	0	1	0	1	0	1
chr1	75232997	75242267	Dnajb2	0.21471	0.5674	-0.163069	0.65895	0.0230964	0.9537	0.112532	0.73375	0.293726	0.45105
chr1	75243615	75260783	Ptprn	-0.188677	0.5918	0.453742	0.17405	0.363094	0.26085	-0.0918392	0.77895	-0.717705	0.07865
chr1	75268776	75274955	Resp18	0	1	0	1	0	1	0	1	0	1
chr1	75305139	75314212	Dnpep	-0.0992444	0.76485	-0.050471	0.8758	-0.255257	0.413	0.240676	0.4199	0.158992	0.65285
chr1	75356918	75364290	Des	-0.396294	0.46435	0.899755	0.06185	0.455856	0.3702	-0.353375	0.47895	-0.0961016	0.86745
chr1	75364784	75371590	Gm15179	0	1	0	1	-0.193341	1	0	1	1.79045	1
chr1	75371871	75428881	Speg	-0.22945	0.6716	-0.241517	0.6335	-0.141168	0.75465	0.168303	0.7102	0.489709	0.40665
chr1	75432517	75439751	Gmppa	0.785956	0.02525	0.408413	0.2209	0.822618	0.01765	1.01194	0.0015	0.347968	0.3358
chr1	75447084	75470915	Asic4	2.13456	1	0	1	0	1	0	1	1.46936	1
chr1	75471143	75476046	Chpf	0.106312	0.7549	-0.047645	0.87795	-0.134224	0.6831	0.296703	0.3361	0.244012	0.5226
chr1	75476106	75482268	Tmem198	0.694275	0.3093	0.300137	0.66415	0.828945	0.21485	0.528309	0.4268	-0.442116	0.50865
chr1	75482399	75503027	Obsl1	-0.443914	0.17345	-0.391912	0.2179	-0.21666	0.5029	-0.328052	0.27675	-0.100995	0.7792
chr1	75503651	75506929	Inha	0.157087	0.76085	-0.690771	0.23115	-0.463804	0.35975	0.401717	0.38025	0.328972	0.5246
chr1	75518103	75533910	Stk11ip	-0.0849927	0.8069	-0.585866	0.07875	-0.139781	0.67475	-0.116711	0.70395	-0.221717	0.5313
chr1	75542840	75556006	Slc4a3	-0.020637	0.95565	-0.513586	0.18515	-0.734583	0.05225	0.117441	0.72785	0.288424	0.4667
chr1	76485707	76498603	Gm17751	0	1	0	1	-1.1154	1	0	1	-1.11325	1
chr1	77363759	77511663	Epha4	-0.438354	0.2814	-0.269609	0.47645	0.184971	0.60555	-0.627922	0.08865	-0.0286784	0.9428
chr1	78097841	78193711	Pax3	-1.3115	1	-2.63318	1	-0.623131	1	-1.20397	1	-1.4454	1
chr1	78306920	78416861	Sgpp2	-0.559768	1	0.0898631	1	-0.857398	1	-0.142286	1	-0.731458	1
chr1	78421410	78485421	Farsb	0.196946	0.55065	-0.0234226	0.9412	0.281854	0.34595	-0.168112	0.55935	-0.238835	0.5156
chr1	78507634	78534748	Mogat1	-1.21723	1	1.35173	1	-1.06331	1	-0.752797	1	-0.473409	1
chr1	78654399	78704318	Acsl3,Utp14b	-0.000300978	0.9995	-0.651558	0.05035	-0.607257	0.0621	-0.352441	0.24935	-0.765435	0.0356
chr1	78813523	78816600	Kcne4	-0.923744	0.0196	-1.10951	0.0042	-0.696528	0.0474	0.363185	0.2444	-0.175264	0.6466
chr1	79431243	79436665	Scg2	-0.543899	0.35385	-0.933121	0.1162	-1.06222	0.06025	-0.269751	0.60835	0.833315	0.144
chr1	79603450	79668547	Ap1s3	-0.0596536	0.91385	-0.569017	0.30345	-0.225562	0.67135	-0.234031	0.6113	-0.625874	0.2932
chr1	79698836	79758344	Wdfy1	0.15441	0.6415	0.333508	0.2981	-0.0190194	0.95055	-0.519239	0.085	-0.419197	0.23365
chr1	79772592	79778020	Mrpl44	-0.228079	0.5524	0.438259	0.21445	0.439971	0.20555	0.430016	0.19995	0.055747	0.88505
chr1	79790895	79855240	Serpine2	-0.0812618	0.8362	0.034136	0.92425	0.214046	0.55475	-0.0270192	0.93065	0.260364	0.5135
chr1	80195273	80210519	Fam124b	0	1	1.19913	1	0.246336	1	0.175555	1	0	1
chr1	80263392	80337005	Cul3	0.134924	0.68765	-0.0338003	0.9179	0.111215	0.722	-0.336211	0.2597	-0.243016	0.48025
